"Assistance Listings Number","Title","Types of Assistance","Department/Ind. Agency","Sub-Tier","Related Federal Assistance","Last Date Modified","Date Published","Funded","POC Information"
"47.074","Biological Sciences","B - Project Grants","NATIONAL SCIENCE FOUNDATION","","47.079, 47.076, 47.078, 47.075, 47.070, 47.050, 47.041, 47.049","Aug 18, 2023","Aug 18, 2023","false","Reyda Gonzalez-Nieves
2415 Eisenhower Avenue, Alexandria VA 22314
703-292-7183
"
"47.070","Computer and Information Science and Engineering","B - Project Grants","NATIONAL SCIENCE FOUNDATION","","47.079, 47.076, 47.074, 47.075, 47.050, 47.041, 47.049","Aug 18, 2023","Aug 18, 2023","false","Carmen Whitson
2415 Eisenhower Avenue, Alexandria VA 22314
7032928900
"
"47.075","Social, Behavioral, and Economic Sciences","B - Project Grants","NATIONAL SCIENCE FOUNDATION","","47.079, 47.076, 47.074, 47.070, 47.083, 47.050, 47.041, 47.049","Aug 18, 2023","Aug 18, 2023","false","John Garneski
2415 Eisenhower Avenue, Alexandria VA 22314
703-292-8700
"
"47.083","Integrative Activities","B - Project Grants","NATIONAL SCIENCE FOUNDATION","","47.079, 47.076, 47.074, 47.078, 47.075, 47.070, 47.050, 47.041, 47.049","Aug 18, 2023","Aug 18, 2023","false","Thomas Jones
2415 Eisenhower Avenue, Alexandria VA 22314
703-292-8785
"
"47.078","Polar Programs","B - Project Grants","NATIONAL SCIENCE FOUNDATION","","47.079, 47.076, 11.430, 47.074, 47.075, 47.070, 11.417, 47.080, 47.050, 47.041, 47.049","Aug 18, 2023","Aug 18, 2023","false","Melissa Lane
2415 Eisenhower Avenue, Alexandria VA 22314
7032928500
"
"47.076","STEM Education (formerly Education and Human Resources)","B - Project Grants","NATIONAL SCIENCE FOUNDATION","","47.079, 84.120, 47.074, 47.075, 47.070, 47.050, 47.041, 47.049","Aug 18, 2023","Aug 18, 2023","false","Stephanie Saltzman	
2415 Eisenhower Avenue, Alexandria VA 22314
7032928600
"
"47.079","Office of International Science and Engineering","B - Project Grants","NATIONAL SCIENCE FOUNDATION","","47.076, 47.074, 47.078, 47.075, 47.070, 47.050, 47.041, 47.049","Aug 18, 2023","Aug 18, 2023","false","Anne Emig
2415 Eisenhower Avenue, Alexandria VA 22314
703-292-7241
"
"85.751","IAF Assistance for Overseas Programs","B - Project Grants (Cooperative Agreements or Contracts)","Inter-American Foundation","INTER-AMERICAN FOUNDATION","N/A","Aug 17, 2023","Aug 17, 2023","false","IAF Inquiries
1331 Pennsylvania Ave NW, Suite 1200N,, Washington DC 20004
(202)360-4530
"
"16.049","Supporting Vulnerable and At-Risk Youth Transitioning out of Foster Care","B - Project Grants","JUSTICE, DEPARTMENT OF","","N/A","Aug 16, 2023","Aug 16, 2023","false","Scott Pestridge
U.S. Department of Justice Office of Justice Programs Office of Juvenile Justice and Delinquency Prevention 810 7th Street, NW ,, Washington DC 20531
2025145655
"
"19.121","Conflict and Stabilization Operations","B - Project Grants","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","N/A","Aug 14, 2023","Aug 14, 2023","false","Christopher Davis
2121 Virginia Avenue, Suite 7100, Washington DC 20037
202-472-8504
"
"19.808","Multilateral and Nuclear Affairs","C - Direct Payments for Specified Use","STATE, DEPARTMENT OF","","N/A","Aug 14, 2023","Aug 14, 2023","false","Terrill W  Ray
2201 C St NW, Washington, DC 20520, washington DC 20519
(202) 647-4000
"
"19.322","Economic Statecraft","B - Project Grants","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","19.662","Aug 14, 2023","Aug 14, 2023","false","Alexander Gupman
2201 C Street, RM 3741, Washington DC 20520
2026474032
"
"19.704","Counter Narcotics","B - Project Grants","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","N/A","Aug 14, 2023","Aug 14, 2023","false","Cheryl Price
2430 E St. NW, Washington DC 20037
202-256-2289
"
"19.035","Cyber Capacity Building","B - Project Grants","STATE, DEPARTMENT OF","OFFICE OF THE COORDINATOR FOR CYBER ISSUES","N/A","Aug 14, 2023","Aug 14, 2023","false","Karese Holmes
2201 C street, NW, Washington DC 20520
(202) 647-5849
"
"19.345","International Programs to Support Democracy, Human Rights and Labor","B - Project Grants","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","N/A","Aug 14, 2023","Aug 14, 2023","false","Chloe O'Kelly
2201 C Street, NW, Washington DC 20520
202-663-3672
"
"19.705","Trans-National Crime","B - Project Grants","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","N/A","Aug 14, 2023","Aug 14, 2023","false","Cheryl Price
2430 E St. NW, Washington DC 20037
202-256-2289
"
"19.878","EUR-Other","B - Project Grants","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","N/A","Aug 14, 2023","Aug 14, 2023","false","Nicole Hollinshead
2201 C St. NW, Washington  DC 20052
(202) 647-8002. 
"
"19.033","Global Threat Reduction","B - Project Grants","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","N/A","Aug 14, 2023","Aug 14, 2023","false","Jonathon D. Walz
HST 3327 - ISN/CTR,
2201 C Street NW, Washington DC 20520
202-736-4961
"
"19.666","EUR/ACE National Endowment for Democracy Small Grants","B - Project Grants (Discretionary)","STATE, DEPARTMENT OF","","N/A","Aug 14, 2023","Aug 14, 2023","false","Nicole Hollinshead
2201 C Street, NW, Washington DC 20520
(202) 647-7703.
"
"19.040","Public Diplomacy Programs","B - Project Grants","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","N/A","Aug 14, 2023","Aug 14, 2023","false","Carol F. Keith
2200 C Street, N.W. 
R/PPR/R, 5th Floor, Washington DC 20522.
202-632-3341.
"
"19.663","Global Telecommunications and Emerging Technology Training","B - Cooperative Agreements","STATE, DEPARTMENT OF","BUREAU OF ECONOMIC AND BUSINESS AFFAIRS","N/A","Aug 14, 2023","Aug 14, 2023","false","Helena M Saele
U.S. Department of State, WASHINGTON DC 22203
6152438919
"
"19.303","Decrypting PRC Industrial and Technology Policy","B - Project Grants (Cooperative Agreements or Contracts)","STATE, DEPARTMENT OF","","N/A","Aug 14, 2023","Aug 14, 2023","false","Jason Weinberg
2201 C. St., NW, Washington DC 20520
202 647-4007
"
"19.029","The U.S. President's Emergency Plan for AIDS Relief Programs","B - Project Grants (Discretionary)","STATE, DEPARTMENT OF","OFFICE OF U.S. GLOBAL AIDS COORDINATOR","N/A","Aug 14, 2023","Aug 14, 2023","false","Elizabeth Baldwin 
SA-29, S/GAC
2100 Pennsylvania Ave NW
Room 200
, Washington DC 20037
(202) 663 2556
"
"19.801","Office of Global Women's Issues","B - Cooperative Agreements","STATE, DEPARTMENT OF","SECRETARY'S OFFICE OF GLOBAL WOMEN'S ISSUES","N/A","Aug 14, 2023","Aug 14, 2023","false","SGWI Programs
2201 C St NW
Room 7532, Washington DC 20520
2026475896
"
"19.501","Public Diplomacy Programs for Afghanistan and Pakistan","B - Project Grants","STATE, DEPARTMENT OF","","N/A","Aug 14, 2023","Aug 14, 2023","false","Jacqueline Viselli
2201 C Street NW, Washington DC 20520
2026479544
"
"19.021","Investing in People in The Middle East and North Africa","B - Project Grants (Cooperative Agreements)","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","N/A","Aug 14, 2023","Aug 14, 2023","false","Lavenia Holland,
2201 C Street NW, HST Building, Washington DC 20520
(202) 6476397
"
"19.901","Export Control and Related Border Security","B - Project Grants","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","N/A","Aug 14, 2023","Aug 14, 2023","false","Carolyn E. Stanley
2100 C Street NW, Washington DC 20520
202-793-1755
"
"19.707","Assessed Contributions for State Department","C - Direct Payments for Specified Use","STATE, DEPARTMENT OF","","N/A","Aug 14, 2023","Aug 14, 2023","false","Earl Jewell
2201 C St NW, Washington, DC 20520, Washington DC 20519
202-247-4000
"
"19.703","Criminal Justice Systems","B - Project Grants","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","N/A","Aug 14, 2023","Aug 14, 2023","false","Cheryl Price
2430 E St. NW, Washington DC 20037
202-256-2289
"
"19.027","Energy Governance and Reform Programs","B - Cooperative Agreements","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","N/A","Aug 14, 2023","Aug 14, 2023","false","Levi White
2201 C St NW, Washington DC 20037
2026479158
"
"19.701","Global Counterterrorism Programs","B - Cooperative Agreements","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","N/A","Aug 10, 2023","Aug 10, 2023","false","Laurie Freeman 
2401 E Street NW

, Washington DC 20520
2026344573
"
"19.750","Bureau of Western Hemisphere Affairs (WHA) Grant Programs (including Energy and Climate Partnership for the Americas)","B - Project Grants","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","N/A","Aug 10, 2023","Aug 10, 2023","false","Anthony Grimaldo
2201 C St. NW, Washington DC 20520
202 647 5506
"
"19.087","International Fisheries Commissions","A - Formula Grants (Apportionments)","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","N/A","Aug 10, 2023","Aug 10, 2023","false","Al Hardy
Bureau of Oceans Environment and Scientific Affairs, Room 2880 HST, Department of State, 2201 C Street, NW, Washington DC 20520
(202) 647-2198.
"
"19.017","Environmental and Scientific Partnerships and Programs","B - Project Grants","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","N/A","Aug 10, 2023","Aug 10, 2023","false","Maria Urbina
Central Programming Unit, Executive Office, Bureau of Oceans, International Environmental and Scientific Affairs, Room 10076  SA-09, Department of State, 2025 E Street NW , Washington DC 22520
(202) 472-8171
"
"19.204","Fishermen's Guaranty Fund","B - Project Grants","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","N/A","Aug 10, 2023","Aug 10, 2023","false","Program Manager
2201 C Street, N.W., Washington DC 20520
(202) 647-4000
"
"19.124","East Asia and Pacific Grants Program","B - Project Grants (Discretionary)","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","N/A","Aug 10, 2023","Aug 10, 2023","false","Meghan Grzelak
2201 C Street, NW, Room 5313, Washington DC 20520
(202) 647-8359
"
"19.948","Organization of American States Programs","B - Project Grants (for specified projects)","STATE, DEPARTMENT OF","U.S. Permanent Mission to the Organization of American States","N/A","Aug 10, 2023","Aug 10, 2023","false","Ben Barron
2201 C St NW
, Washington DC 20520
202647-9376
"
"19.511","Overseas Refugee Assistance Programs for East Asia","B - Cooperative Agreements","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","N/A","Aug 9, 2023","Aug 9, 2023","false","Hoa Tran
Department of State, Bureau of Population, Refugees and Migration, Office of Assistance for Asia and the Near East, 2025 E Street NW, Washington DC 20522-0908
(202) 453-9289
"
"19.515","Contributions to International Organizations for Overseas Assistance","C - Direct Payments for Specified Use","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","N/A","Aug 9, 2023","Aug 9, 2023","false","Margaret Pollack
2025 E Street NW, Washington DC 20522-0908
2024539296
"
"19.523","Overseas Refugee Assistance Program for South Asia","B - Cooperative Agreements","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","N/A","Aug 9, 2023","Aug 9, 2023","false","Derek Kverno - Pakistan
Department of State, Bureau of Population, Refugees, and Migration (PRM), Office of Assistance for Europe, Central Asia, and Americas, 2025 E St. NW, 8th Floor SA-9, Washington DC 20520
(202) 453-9283
"
"19.517","Overseas Refugee Assistance Programs for Africa","B - Cooperative Agreements","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","N/A","Aug 9, 2023","Aug 9, 2023","false","Wendy Henning
2025 E Street NW, Washington DC 20522-0908
2024539369
"
"19.520","Overseas Refugee Assistance Programs for Europe","B - Cooperative Agreements","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","N/A","Aug 9, 2023","Aug 9, 2023","false","Bailey Lamb (contractor)
Bureau of Population, Refugees, and Migration
Office of Assistance for Europe and the Near East
2025 E St. NW 8th Floor, SA-9, Washington DC 20520
771-204-0885
"
"19.018","Resettlement Support Centers (RSCs) for U.S. Refugee Resettlement","B - Cooperative Agreements","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","N/A","Aug 9, 2023","Aug 9, 2023","false","Margaret O'Connor
2025 E St. NW, 8th Floor, SA-9, Washington DC 20520
202-374-3239
"
"19.510","U.S. Refugee Admissions Program","B - Cooperative Agreements","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","N/A","Aug 9, 2023","Aug 9, 2023","false","Holly Herrera
Department of State, Bureau of Population, Refugees, and Migration, 2025 E St. NW, Washington, DC  20522-0908, Washington DC 20522-0908
(202) 453-9267
"
"14.322","Tenant Education and Outreach Program","B - Cooperative Agreements","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","ASST SECRETARY FOR HOUSING--FEDERAL HOUSING COMMISSIONER","N/A","Aug 8, 2023","Aug 8, 2023","false","Elizabeth Fernandez
451 7th St SW Room 6182, Washington DC 20410
202-402-6763
"
"14.128","Mortgage Insurance Hospitals","F - Guaranteed/Insured Loans","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","ASST SECRETARY FOR HOUSING--FEDERAL HOUSING COMMISSIONER","14.129","Aug 8, 2023","Aug 8, 2023","false","Dunkley, Cherokee M.,
451 7th Street, SW Rm 6264 , Washington DC 20410
( 202 ) 708-0599 Ext. 6723
"
"14.162","Mortgage Insurance Combination and Manufactured Home Lot Loans","H - Sale, Exchange, or Donation of Property and Goods","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","ASST SECRETARY FOR HOUSING--FEDERAL HOUSING COMMISSIONER","14.110","Aug 8, 2023","Aug 8, 2023","false","Kevin Stevens
451 7th Street, SW, Washington DC 20410
(800) 225-5342.
"
"14.129","Mortgage Insurance Nursing Homes, Intermediate Care Facilities, Board and Care Homes and Assisted Living Facilities","F - Guaranteed/Insured Loans","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","ASST SECRETARY FOR HOUSING--FEDERAL HOUSING COMMISSIONER","14.151, 14.128","Aug 8, 2023","Aug 8, 2023","false","ALter:  Muhammad, Aisha J.
451 7th Street SW, Washington DC 20411
202-402-4593
"
"14.316","Housing Counseling Training Program","B - Project Grants","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","ASST SECRETARY FOR HOUSING--FEDERAL HOUSING COMMISSIONER","14.169, 14.169","Aug 8, 2023","Aug 8, 2023","false","Brian N. Siebenlist
451 7th Street SW, Washington DC 20410
202-402-5415
"
"19.300","Program for Study of Eastern Europe and the Independent States of the Former Soviet Union","B - Project Grants","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","N/A","Aug 8, 2023","Aug 8, 2023","false","Sidni Dechaine
2201 C Street, NW, Washington DC 20520
202 7364562
"
"19.020","Charles B. Rangel International Affairs Program","B - Cooperative Agreements","STATE, DEPARTMENT OF","","N/A","Aug 8, 2023","Aug 8, 2023","false","Christa George
Department of State, HR/REE, Room H-518, SA-1, 2401 E  Street NW , Washington DC 20522
(202)-261-8892
"
"19.900","AEECA/ESF PD Programs","B - Project Grants","STATE, DEPARTMENT OF","OFFICE OF THE COORDINATOR OF U.S. ASSISTANCE TO EUROPE AND EURASIA","N/A","Aug 8, 2023","Aug 8, 2023","false","Alexandra Kirk
2201 C Street, NW, Room 3249, Washington DC 20520
202 647 9067
"
"19.013","Thomas R. Pickering Foreign Affairs Fellowship Program","B - Cooperative Agreements","STATE, DEPARTMENT OF","","N/A","Aug 8, 2023","Aug 8, 2023","false","Christa George
Dept of State SA-1,Student Programs, Rm H-518, 2401 E Street NW
, Washington DC 20522
202-261-8892
"
"14.122","Mortgage Insurance Homes in Urban Renewal Areas","F - Guaranteed/Insured Loans","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","ASST SECRETARY FOR HOUSING--FEDERAL HOUSING COMMISSIONER","14.117","Aug 8, 2023","Aug 8, 2023","false","Carmelita James
451 Seventh Street SW, Washington DC 20410
(202) 402-2579
"
"19.036","Cultural Antiquities Task Force","B - Cooperative Agreements","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","N/A","Aug 8, 2023","Aug 8, 2023","false","Catherine P. Foster
ECA/P/C, SA-5, 05-M01
U.S. Department of State, Washington DC 20522
(202) 632-6310
"
"14.313","Dollar Home Sales","H - Sale, Exchange, or Donation of Property and Goods","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","ASST SECRETARY FOR HOUSING--FEDERAL HOUSING COMMISSIONER","14.311","Aug 7, 2023","Aug 7, 2023","false","FHA Resource Center
451 7th Street, SW, Washington DC 20410
(800) 225-5342
"
"14.311","Single Family Property Disposition","H - Sale, Exchange, or Donation of Property and Goods","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","ASST SECRETARY FOR HOUSING--FEDERAL HOUSING COMMISSIONER","14.117, 14.108, 14.198, 14.313","Aug 7, 2023","Aug 7, 2023","false","FHA Resource Center
451 7th St. SW, Washington DC 20410
(800) 225-5342
"
"45.130","Promotion of the Humanities Challenge Grants","B - Project Grants","NATIONAL ENDOWMENT FOR THE HUMANITIES","","N/A","Aug 7, 2023","Aug 7, 2023","false","National Endowment for the Humanities, Office of Challenge Programs
400 Seventh Street, SW, Washington DC 20506
(202) 606-8309
"
"19.025","U.S. Ambassadors Fund for Cultural Preservation","B - Project Grants","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","N/A","Aug 7, 2023","Aug 7, 2023","false","Martin J. Perschler,
ECA/P/C, SA-5, C2, Department of State, Washington DC 20522-0582
(202) 632-6308
"
"19.800","Weapons Removal and Abatement","B - Project Grants (Discretionary)","STATE, DEPARTMENT OF","POLITICAL MILITARY AFFAIRS/ WEAPONS REMOVAL AND ABATEMENT","N/A","Aug 7, 2023","Aug 7, 2023","false","Selecia L. Banner
DOS Annex 3, Suite 6100, 2121 Virginia Ave. NW, Washington DC 20037
(202) 453-8321
"
"19.301","The Secretary's Office of the Global Partnership Initiative (S/GPI) Grant Programs","B - Project Grants","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","N/A","Aug 7, 2023","Aug 7, 2023","false","Thomas Debass
2201 C Street NW, Ste 6817, Washington DC 20520
2026479097
"
"19.990","International Justice and Accountability Programming","B - Cooperative Agreements","STATE, DEPARTMENT OF","","N/A","Aug 7, 2023","Aug 7, 2023","false","State Department Office
Harry S. Truman State Department Building
2201 C St NW, Washington DC 20522
202-555-5555
"
